classic_metric,mapped_metric,confidence,score,method,reason,candidate_count,candidates,notes
zelle-customer-change.kafka.producer.txn.commit.time.ns.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.txn.init.time.ns.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.txn.prepare.time.ns.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.txn.send.offsets.time.ns.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.waiting.threads,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.logback.events.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.process.cpu.time.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.process.cpu.usage,,low,64,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: cpu, process, usage",1,"[{""sort_index"": null, ""score"": 64, ""gen3_metric"": ""dt.process.cpu.usage"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: cpu, process, usage""}]",Low-confidence candidate retained for review but not selected as mapped_metric
zelle-customer-change.process.files.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.process.files.open,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.process.start.time,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.process.uptime,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.resilience4j.retry.calls.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.cloud.function,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.cloud.function.active,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.cloud.stream.binder.kafka.offset,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.integration.channels,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.integration.handlers,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.integration.producer,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.integration.send,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.integration.sources,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.kafka.listener,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.kafka.template,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.authorizations,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.AuthenticationFilter.after.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.AuthenticationFilter.before.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.OAuth2ProtectedResourceMetadataFilter.after.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.OAuth2ProtectedResourceMetadataFilter.before.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.access.exceptions.after.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.access.exceptions.before.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.authentication.anonymous.after.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.authentication.anonymous.before.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.authentication.bearer.after.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.authentication.bearer.before.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.authorization.after.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.authorization.before.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.context.async.after.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.context.async.before.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.context.holder.after.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.context.holder.before.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.context.servlet.after.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.context.servlet.before.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.cors.after.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.cors.before.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.csrf.after.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.csrf.before.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.header.after.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.header.before.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.logout.after.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.logout.before.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.requestcache.after.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.requestcache.before.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.session.management.after.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.session.management.before.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.session.urlencoding.after.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.filterchains.session.urlencoding.before.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.http.secured.requests,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.spring.security.http.secured.requests.active,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.ssl.chain.expiry,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.system.cpu.count.gauge,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.system.cpu.usage,,none,0,unmapped,No current Gen3 candidate found,0,[],
"zelle-customer-change.system.load.average.""1m""",,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.tasks.scheduled.execution,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.tomcat.sessions.active.current,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.tomcat.sessions.active.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.tomcat.sessions.alive.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.tomcat.sessions.created.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.tomcat.sessions.expired.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.tomcat.sessions.rejected.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.application.ready.time,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.application.started.time,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.disk.free,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.disk.total,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.executor.active,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.executor.completed.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.executor.pool.core,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.executor.pool.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.executor.pool.size,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.executor.queue.remaining,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.executor.queued,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.http.client.requests,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.http.server.requests,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.http.server.requests.active,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.jvm.buffer.count.gauge,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.jvm.buffer.memory.used,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.jvm.buffer.total.capacity,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.jvm.classes.loaded,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.jvm.classes.loaded.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.jvm.classes.unloaded.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.jvm.compilation.time.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.jvm.gc.concurrent.phase.time,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.jvm.gc.live.data.size,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.jvm.gc.max.data.size,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.jvm.gc.memory.allocated.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.jvm.gc.memory.promoted.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.jvm.gc.overhead,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.jvm.gc.pause,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.jvm.info,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.jvm.memory.committed,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.jvm.memory.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.jvm.memory.usage.after.gc,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.jvm.memory.used,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.jvm.threads.daemon,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.jvm.threads.live,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.jvm.threads.peak,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.jvm.threads.started.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.jvm.threads.states,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.kafka.app.info.start.time.ms,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.kafka.consumer.commit.sync.time.ns.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.kafka.consumer.committed.time.ns.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.kafka.consumer.connection.close.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.kafka.consumer.connection.close.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.kafka.consumer.connection.count.gauge,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.kafka.consumer.connection.creation.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.kafka.consumer.connection.creation.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.kafka.consumer.connections,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.kafka.consumer.coordinator.assigned.partitions,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.kafka.consumer.coordinator.commit.latency.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.kafka.consumer.coordinator.commit.latency.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.kafka.consumer.coordinator.commit.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.kafka.consumer.coordinator.commit.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.kafka.consumer.coordinator.failed.rebalance.rate.per.hour,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.kafka.consumer.coordinator.failed.rebalance.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.kafka.consumer.coordinator.heartbeat.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.kafka.consumer.coordinator.heartbeat.response.time.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.kafka.consumer.coordinator.heartbeat.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.kafka.consumer.coordinator.join.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-new-payment-request.kafka.consumer.coordinator.join.time.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
